test loss, test acc, exec time: [nan, 0.12643678486347198, '00:00:19']
test loss, test acc, exec time: [0.11389581859111786, 0.017241379246115685, '00:00:19']
test loss, test acc, exec time: [0.09667489677667618, 0.03735632076859474, '00:00:19']
test loss, test acc, exec time: [0.0933087021112442, 0.18390804529190063, '00:00:18']
test loss, test acc, exec time: [nan, 0.1666666716337204, '00:00:18']
test loss, test acc, exec time: [0.09356554597616196, 0.1149425283074379, '00:00:17']
test loss, test acc, exec time: [0.09512114524841309, 0.19252873957157135, '00:00:18']
test loss, test acc, exec time: [0.08642628788948059, 0.14942528307437897, '00:00:18']
test loss, test acc, exec time: [0.1052536889910698, 0.014367816038429737, '00:00:18']
test loss, test acc, exec time: [0.10208113491535187, 0.03448275849223137, '00:00:17']
