metric
0.36842105,0.59681093,0.79948254,0.95238095,0.88888889
0.,0.,0.63261297,0.05063291,0.
0.63636364,0.,0.67017914,0.53333333,0.06896552
0.94915254,0.54787234,0.7826087,0.85714286,0.14814815
0.48,0.48395062,0.75949367,0.82706767,0.47058824
0.88095238,0.,0.71364653,0.79166667,0.07142857
0.96202532,0.53529412,0.79801735,0.86842105,0.52941176
0.58536585,0.86348123,0.87762238,0.88484848,0.66666667
0.47368421,0.38554217,0.76409666,0.77631579,0.
0.53658537,0.00757576,0.65725806,0.03389831,0.82142857

