metric
0.85678074,0.78545455,0.89823009,0.92550143,0.86610374
0.86259542,0.81045752,0.9132948,0.9146165,0.88235294
0.8546798,0.7219917,0.90833333,0.93093093,0.83529412
0.86384977,0.7311828,0.91108672,0.93514329,0.86234357
0.87186262,0.77952756,0.91080797,0.91847826,0.88235294
0.84432718,0.7980456,0.90868597,0.91108071,0.86605982
0.8575,0.81153846,0.910299,0.93172691,0.885
0.84634146,0.77676951,0.91529153,0.90482759,0.87320261
0.86146096,0.76376554,0.92740047,0.93817204,0.86134969
0.86887417,0.79316888,0.90010515,0.91863517,0.87483871

