f1score
0.82451923,0.49029126,0.87407407,0.85941645,0.74244256
0.79176201,0.47804878,0.87656904,0.89665211,0.73072361
0.82901554,0.4988345,0.87605042,0.87567568,0.71835804
0.81389578,0.50363196,0.89250814,0.8984701,0.75301866
0.81074169,0.42673522,0.86732673,0.84815321,0.73426573
0.81112399,0.44897959,0.88457389,0.87812041,0.74090408
0.81372549,0.41769042,0.88888889,0.86369771,0.70574713
0.83437111,0.47816092,0.89256198,0.90233838,0.72640382
0.82814302,0.45728643,0.875803,0.88707483,0.72488038
0.83839611,0.43309002,0.85471898,0.85913529,0.71232877

