metric
0.,0.995338,0.97246127,0.72020504,0.99667975,0.99617984,0.62015216,0.99682906,0.99735216,0.
0.,0.,0.,0.35196899,0.63764922,0.94055637,0.99083112,0.9888301,0.,0.
0.,0.,0.,0.,0.,0.22281756,0.,0.84371876,0.,0.
0.,0.,0.,0.49940618,0.,0.,0.32824276,0.73200677,0.,0.
0.,0.,0.,0.9961321,0.,0.,0.64513572,0.50104012,0.99090109,0.98948565
0.99764844,0.99767981,0.99734592,0.99674267,0.,0.,0.99882698,0.99884593,0.,0.39245014
0.,0.58737864,0.,0.90035685,0.,0.,0.27342332,0.,0.,0.
0.98917995,0.,0.,0.,0.,0.00392734,0.99856198,0.42170036,0.39426704,0.10278373
0.95401314,0.,0.54519323,0.46008994,0.99970015,0.,0.,0.9985088,0.98928974,0.00234329
3.34805220,01,0.00000000,00,0.00000000,00,9.98488056,01,5.78703704,04,9.75924839,01,9.91044776,01,9.98845266,01,0.00000000,00,0.00000000,00

