f1score
0.84947491,0.79400749,0.8978186,0.92067989,0.87780549
0.87757576,0.82078853,0.90429043,0.92058824,0.88220551
0.85598923,0.77589454,0.92857143,0.92307692,0.85645356
0.85304659,0.78571429,0.90011223,0.93088858,0.86641698
0.83905013,0.8159204,0.90752688,0.92455418,0.888
0.8469657,0.81099656,0.88653234,0.92541436,0.87287025
0.84822695,0.81216458,0.90410959,0.93741307,0.87350835
0.86807388,0.80645161,0.90521832,0.92413793,0.83783784
0.85819975,0.84210526,0.89805269,0.93527081,0.90231362
0.87116564,0.81111111,0.9136612,0.91914894,0.89811321

