metric
1.,0.84051724,0.89275362,0.95774648,0.88461538
1.,0.57534247,0.80203046,0.80503145,0.11764706
0.98181818,0.90943396,0.92307692,0.89032258,0.57142857
1.,0.65558195,0.8032345,0.90540541,0.69767442
0.96,0.81237113,0.87055477,0.91729323,0.7804878
1.,0.88412017,0.92329149,0.95726496,0.90909091
0.7755102,0.86923077,0.91019787,0.92857143,0.82608696
0.98591549,0.75402299,0.85245902,0.93650794,0.83333333
1.,0.71875,0.85789474,0.94666667,0.85714286
0.97368421,0.60759494,0.79480519,0.89705882,0.62857143

