f1score
1.,0.91561181,0.94049347,0.92307692,0.80851064
1.,0.4957265,0.78282209,0.89361702,0.65116279
0.94871795,0.84835165,0.90303907,0.82051282,0.125
1.,0.90410959,0.9235474,0.8961039,0.65116279
0.96969697,0.91060291,0.93759071,0.928,0.8627451
0.98113208,0.87288136,0.91436865,0.8961039,0.63636364
1.,0.84649123,0.8964539,0.94736842,0.93548387
0.96202532,0.64566929,0.82767624,0.83018868,0.
0.98550725,0.57703081,0.81094527,0.94573643,0.86792453
0.97368421,0.77990431,0.87601078,0.95714286,0.83333333

