f1score
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.03894426,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.03905736,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
7.50055445,9.97367651,9.88683740,9.98790810,9.99117906,9.97723392,9.99154691,9.96810670,9.98515880,9.97288340,6.70362304,9.98275862,9.96827228,9.98802395,6.11714329,0.00000000,9.98478856,9.96917386,9.97914805,9.93419170,0.00000000,9.97119816,0.00000000,9.98792271,9.97644287,9.98271889,0.00000000,9.96557659,9.97627521,0.00000000,9.98201439,9.98193859,9.49676694,9.98798077,0.00000000,9.97852102,9.93825345,9.97113164,0.00000000,9.98827667,7.27338849,0.00000000,9.91957105,0.00000000,6.54390386,0.00000000,9.97993694,9.96767558,0.00000000,9.98827667
0.,0.,0.,0.,0.,0.,0.,0.,0.037586,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.22641846,0.,0.,0.15007166,0.42137668,0.,0.,0.,0.,0.,0.,0.89286763,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1728223,0.,0.13559322,0.14104882,0.23718365,0.,0.,0.,0.,0.,0.,0.09959092,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.03914784,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.03946443,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.04083267,0.,0.00227661,0.,0.,0.,0.03375389,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.01161384,0.,0.,0.04255319,0.,0.,0.,0.09687326,0.,0.,0.,0.,0.03408292,0.,0.,0.0150017,0.,0.,0.,0.,0.05840839,0.02379934,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.03885377,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.03978092,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.

