metric
0.82119205,0.77844311,0.87261785,0.925,0.84818068
0.81896552,0.63636364,0.87825182,0.90784044,0.79437229
0.81386393,0.68190476,0.87982833,0.91755319,0.80051151
0.82655827,0.68537074,0.88292159,0.90834473,0.80367394
0.84050633,0.62882096,0.87659574,0.92597968,0.79283315
0.8267009,0.66528067,0.86659552,0.88957055,0.80564604
0.79093199,0.68990826,0.83643487,0.9037037,0.75102041
0.81382979,0.71374046,0.86341929,0.8902439,0.7863464
0.82152231,0.65,0.88767721,0.90909091,0.73047859
0.83787289,0.6835443,0.88050314,0.90223464,0.81169591

