metric
0.79480519,0.,0.8435518,0.90517241,0.68888889
0.80352645,0.05498282,0.86330935,0.87887324,0.69261477
0.7977208,0.70891089,0.83983573,0.90666667,0.78903456
0.84025157,0.33939394,0.89028213,0.8979021,0.75231244
0.82044888,0.18125,0.89366273,0.89635854,0.7337986
0.81151832,0.7522604,0.88325991,0.91607397,0.84085511
0.82026538,0.04123711,0.90378378,0.92634561,0.7124632
0.78715815,0.00743494,0.82465462,0.88888889,0.69223206
0.84689655,0.78074866,0.89064039,0.91913747,0.85281981
0.85117493,0.00704225,0.9012605,0.90212766,0.70555033

