metric
0.,0.,0.,0.,0.,0.99882491,0.,1.,0.,0.
0.,0.99827388,0.99940968,1.,0.99411765,0.99705536,0.99820144,0.99589202,0.,0.
0.9959136,1.,0.99818512,0.99702735,0.99480969,0.99823009,0.99824971,0.99706055,0.99595142,0.00116754
0.99530792,1.,0.99885387,0.99537572,0.,0.9958775,0.99882145,0.99701849,0.9958457,0.99530792
0.99521531,0.99769585,0.99753998,0.99599771,0.99479769,1.,0.99941725,0.99586533,0.99542596,0.99269629
1.,0.99590883,0.998228,0.99596309,0.99412456,0.99820036,0.99709808,0.99882284,0.99460108,0.99349497
1.,0.,0.99637462,0.,0.99241097,0.99761337,0.,0.,0.,0.00117028
0.99531616,0.,0.00293255,0.99821429,0.99469027,0.9965177,0.99883041,0.99822064,0.99460755,0.
0.99585062,1.,0.9970726,0.,0.99232132,0.9976985,0.99764429,0.99651365,0.99578821,0.99648917
0.,0.,0.,0.,0.9912993,1.,0.,0.,0.,0.

