metric
0.81435644,0.78896104,0.92906178,0.95705521,0.80487805
0.79795396,0.81569966,0.87305122,0.93220339,0.85427136
0.85138539,0.84,0.90301724,0.93447293,0.84673367
0.78663239,0.73809524,0.9055794,0.93785311,0.89267016
0.77395577,0.70070423,0.90454545,0.87179487,0.89578164
0.79376499,0.83921569,0.93271462,0.89402174,0.81642512
0.78865979,0.66077739,0.91983122,0.93484419,0.93023256
0.81748072,0.83754513,0.86480687,0.91598916,0.85416667
0.82188295,0.7739726,0.90570175,0.90140845,0.85604113
0.79699248,0.67936508,0.92624729,0.8902439,0.93193717

