recall
0.99764429,0.99644339,0.99546999,0.99701671,0.0,0.99708455,0.99695308,1.0,0.0,0.99690211
0.99586288,0.99646226,0.99478563,0.99647059,0.0,0.00465387,0.99763733,0.99939686,0.98894706,0.0
0.99639856,0.99652778,0.99524376,0.99634592,0.9957291,0.99364529,1.0,0.99656947,0.0,0.99526066
0.99528857,0.99656751,0.99884326,0.99578313,0.0,0.0,1.0,0.99642644,0.0,0.99587507
0.0,0.0,0.99470277,0.99450549,0.0,0.9988591,0.99763454,0.99764151,0.0,0.0017741
0.99473068,0.99764429,0.99224806,0.99530516,0.99525785,0.99463967,0.99765945,0.99709133,0.99593023,0.99587993
0.99830125,0.99762752,0.9953189,0.99513678,0.99880383,0.0,0.99705362,0.89930151,0.99540494,0.99455535
1.0,0.99703967,0.9935256,0.0,0.0,0.0,0.3283848,0.99771167,0.0,0.99584076
0.99460432,0.99661972,0.9923843,0.0,1.0,0.0,1.0,0.99518652,0.0,0.0
0.99464604,0.99648712,0.0,0.9941691,0.0,0.0,0.99827089,0.99758162,0.0,1.0

