recall
0.77468354,0.,0.89662921,0.87988827,0.90953545
0.82428941,0.02836879,0.88794926,0.9017341,0.87405542
0.77134986,0.61937716,0.8628692,0.91152815,0.85751295
0.85204082,0.20973783,0.90638298,0.88429752,0.93129771
0.81840796,0.10034602,0.92444444,0.92753623,0.92230576
0.8423913,0.70508475,0.87363834,0.88950276,0.88279302
0.85213033,0.02105263,0.90869565,0.90581717,0.95526316
0.78066038,0.00373134,0.8758465,0.85950413,0.90956072
0.81432361,0.77659574,0.93581781,0.90691489,0.84468665
0.84237726,0.00353357,0.91276596,0.90598291,0.95177665

