metric
0.86089239,0.84345048,0.88495575,0.93103448,0.89258312
0.81219512,0.81751825,0.94646681,0.93731343,0.88471178
0.85714286,0.79003559,0.91428571,0.93646409,0.89304813
0.87403599,0.8,0.89587852,0.92592593,0.88990826
0.83333333,0.71237458,0.94432071,0.91280654,0.89473684
0.82442748,0.80384615,0.94255319,0.92222222,0.86318408
0.88402062,0.72490706,0.90833333,0.91412742,0.89664083
0.8725,0.81132075,0.90618337,0.93370166,0.9125964
0.87917738,0.75342466,0.87826087,0.9346049,0.933687
0.85496183,0.80633803,0.90728477,0.93956044,0.86700767

