recall
0.,0.,0.,0.,0.9954023,0.99711649,0.99701849,0.,1.,0.
0.,0.,0.,0.,0.,0.,0.,1.,0.,0.
0.,0.,1.,0.,0.,0.,0.99768384,0.,0.,0.
9.95285798,0.00000000,0.00000000,0.00000000,6.09756098,1.00000000,0.00000000,9.95862884,9.95381062,9.93259804
0.,0.,0.,0.,0.,0.,0.,1.,0.,0.
0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
0.,0.99881517,0.9964497,0.99342105,0.99360093,1.,0.,0.99430848,0.99470588,0.0023175
0.99769319,0.,0.99595376,0.,0.99532164,0.99940582,0.99586044,0.99515445,0.99525785,0.99524658
0.,0.,1.,0.,0.,0.,0.,0.,0.,0.
1.,0.99887197,0.,0.,0.99334946,0.,0.99820467,0.99509202,0.,0.99175986

