test loss,test acc,exec time
0.6293275952339172, 0.38567638397216797," 00:01:36
"
0.6835260391235352, 0.20636604726314545," 00:01:32
"
0.5516835451126099, 0.4450928270816803," 00:01:16
"
0.564140796661377, 0.46843501925468445," 00:01:22
"
0.5010165572166443, 0.5877984166145325," 00:01:27
"
0.634843647480011, 0.39257293939590454," 00:01:32
"
0.4808419346809387, 0.6153846383094788," 00:01:26
"
0.6670304536819458, 0.4206896424293518," 00:01:25
"
0.6544572710990906, 0.5220159292221069," 00:01:25
"
0.6825214624404907, 0.21061007678508759," 00:01:24
"
