test loss,test acc,exec time
0.4127447009086609, 0.3966005742549896," 00:00:12
"
0.2203945815563202, 0.5382436513900757," 00:00:13
"
0.21546010673046112, 0.8243626356124878," 00:00:14
"
0.43873634934425354, 0.3753541111946106," 00:00:15
"
0.41823360323905945, 0.5297450423240662," 00:00:14
"
0.27035239338874817, 0.41784703731536865," 00:00:14
"
0.40732473134994507, 0.5127478837966919," 00:00:14
"
0.42693668603897095, 0.40509915351867676," 00:00:14
"
0.45291590690612793, 0.3739376664161682," 00:00:14
"
0.26650652289390564, 0.4518413543701172," 00:00:14
"
