test loss,test acc,exec time
0.33254680037498474, 0.44617563486099243," 00:00:13
"
0.4138337969779968, 0.5169971585273743," 00:00:15
"
0.45971596240997314, 0.4886685609817505," 00:00:15
"
0.4513007700443268, 0.4745042622089386," 00:00:15
"
0.39688602089881897, 0.44192636013031006," 00:00:15
"
0.41660669445991516, 0.49575069546699524," 00:00:15
"
0.3760969042778015, 0.477337121963501," 00:00:15
"
0.42795008420944214, 0.4490084946155548," 00:00:15
"
0.37769782543182373, 0.46742209792137146," 00:00:15
"
0.3949052095413208, 0.45750707387924194," 00:00:15
"
