test loss,test acc,exec time
0.294310063123703, 0.4971671402454376," 00:00:17
"
0.4442511200904846, 0.4730878174304962," 00:00:17
"
0.2947959005832672, 0.46742209792137146," 00:00:18
"
0.4592745006084442, 0.48016998171806335," 00:00:18
"
0.2763909101486206, 0.4716714024543762," 00:00:17
"
0.34473079442977905, 0.5," 00:00:17
"
0.3075252175331116, 0.49291783571243286," 00:00:17
"
0.36764660477638245, 0.48158639669418335," 00:00:17
"
0.47662729024887085, 0.4660056531429291," 00:00:17
"
0.290140837430954, 0.4631727933883667," 00:00:18
"
