test loss, test acc, exec time:[1.8527827262878418, 0.11458885669708252, '00:00:15']
test loss, test acc, exec time:[1.9869725704193115, 0.19681698083877563, '00:00:16']
test loss, test acc, exec time:[2.1396842002868652, 0.19522546231746674, '00:00:16']
test loss, test acc, exec time:[1.471372365951538, 0.23236073553562164, '00:00:16']
test loss, test acc, exec time:[1.8798655271530151, 0.187798410654068, '00:00:16']
test loss, test acc, exec time:[1.2716397047042847, 0.21167108416557312, '00:00:16']
test loss, test acc, exec time:[2.2437164783477783, 0.3023872673511505, '00:00:16']
test loss, test acc, exec time:[2.4492669105529785, 0.25305038690567017, '00:00:16']
test loss, test acc, exec time:[1.7743891477584839, 0.2201591581106186, '00:00:16']
test loss, test acc, exec time:[1.602913737297058, 0.2201591581106186, '00:00:16']
