test loss, test acc, exec time:[0.6922507882118225, 0.18355438113212585, '00:00:16']
test loss, test acc, exec time:[0.6925567388534546, 0.2705570161342621, '00:00:17']
test loss, test acc, exec time:[0.6921465992927551, 0.2509283721446991, '00:00:16']
test loss, test acc, exec time:[0.6961358189582825, 0.21114058792591095, '00:00:17']
test loss, test acc, exec time:[0.6948016881942749, 0.20424403250217438, '00:00:17']
test loss, test acc, exec time:[0.6912826895713806, 0.19946949183940887, '00:00:17']
test loss, test acc, exec time:[0.693432092666626, 0.17771883308887482, '00:00:17']
test loss, test acc, exec time:[0.6935011744499207, 0.17931035161018372, '00:00:17']
test loss, test acc, exec time:[0.6916312575340271, 0.21220159530639648, '00:00:16']
test loss, test acc, exec time:[0.6945471167564392, 0.13687002658843994, '00:00:16']
