test loss, test acc, exec time:[0.30850106477737427, 0.019858824089169502, '04:14:18']
test loss, test acc, exec time:[0.30850106477737427, 0.019788235425949097, '04:15:38']
test loss, test acc, exec time:[0.30850106477737427, 0.00010588235454633832, '04:19:22']
test loss, test acc, exec time:[0.30850106477737427, 0.020047059282660484, '04:17:47']
test loss, test acc, exec time:[0.30850106477737427, 0.020188234746456146, '04:15:36']
test loss, test acc, exec time:[0.30849936604499817, 0.019811764359474182, '04:17:16']
test loss, test acc, exec time:[0.30850106477737427, 0.008588234893977642, '04:19:18']
test loss, test acc, exec time:[0.30850106477737427, 0.006329411640763283, '04:19:00']
test loss, test acc, exec time:[0.30234819650650024, 0.02370588295161724, '04:18:03']
test loss, test acc, exec time:[0.30850106477737427, 0.01979999989271164, '04:18:31']
