test loss, test acc, exec time:[0.6922460794448853, 0.1941644549369812, '00:00:15']
test loss, test acc, exec time:[0.6916764378547668, 0.1554376631975174, '00:00:15']
test loss, test acc, exec time:[0.696031928062439, 0.20265251398086548, '00:00:15']
test loss, test acc, exec time:[0.6938374042510986, 0.2068965584039688, '00:00:16']
test loss, test acc, exec time:[0.6940426230430603, 0.1798408478498459, '00:00:16']
test loss, test acc, exec time:[0.6954089999198914, 0.21061007678508759, '00:00:16']
test loss, test acc, exec time:[0.6924553513526917, 0.20848806202411652, '00:00:16']
test loss, test acc, exec time:[0.6934705376625061, 0.13793103396892548, '00:00:16']
test loss, test acc, exec time:[0.6904743909835815, 0.1973474770784378, '00:00:17']
test loss, test acc, exec time:[0.6934906840324402, 0.1862068921327591, '00:00:16']
