test loss, test acc, exec time:[0.8334165215492249, 0.2509283721446991, '00:00:15']
test loss, test acc, exec time:[0.832905113697052, 0.21326260268688202, '00:00:15']
test loss, test acc, exec time:[0.8331815004348755, 0.23713527619838715, '00:00:16']
test loss, test acc, exec time:[0.8327017426490784, 0.22122016549110413, '00:00:16']
test loss, test acc, exec time:[0.8326337933540344, 0.1893899142742157, '00:00:16']
test loss, test acc, exec time:[0.8333221077919006, 0.13156498968601227, '00:00:16']
test loss, test acc, exec time:[0.8333749771118164, 0.19151192903518677, '00:00:16']
test loss, test acc, exec time:[0.8334419131278992, 0.19787798821926117, '00:00:16']
test loss, test acc, exec time:[0.8335289359092712, 0.13793103396892548, '00:00:16']
test loss, test acc, exec time:[0.8330661058425903, 0.1798408478498459, '00:00:16']
