test loss, test acc, exec time:[0.6911591291427612, 0.2620689570903778, '00:00:16']
test loss, test acc, exec time:[0.6881941556930542, 0.31989389657974243, '00:00:15']
test loss, test acc, exec time:[0.689771831035614, 0.2068965584039688, '00:00:16']
test loss, test acc, exec time:[0.6910635232925415, 0.2360742688179016, '00:00:16']
test loss, test acc, exec time:[0.69382643699646, 0.24297082424163818, '00:00:16']
test loss, test acc, exec time:[0.6914194822311401, 0.22281166911125183, '00:00:16']
test loss, test acc, exec time:[0.6934090256690979, 0.1713527888059616, '00:00:15']
test loss, test acc, exec time:[0.6951805949211121, 0.17718832194805145, '00:00:15']
test loss, test acc, exec time:[0.6940649747848511, 0.20106101036071777, '00:00:15']
test loss, test acc, exec time:[0.6937750577926636, 0.21326260268688202, '00:00:15']
