test loss, test acc, exec time:[2.495797872543335, 0.24031829833984375, '00:00:17']
test loss, test acc, exec time:[2.5045154094696045, 0.17559681832790375, '00:00:16']
test loss, test acc, exec time:[2.495810031890869, 0.21644562482833862, '00:00:15']
test loss, test acc, exec time:[2.4918267726898193, 0.29708221554756165, '00:00:16']
test loss, test acc, exec time:[2.502399206161499, 0.14960211515426636, '00:00:16']
test loss, test acc, exec time:[2.4992411136627197, 0.14323607087135315, '00:00:16']
test loss, test acc, exec time:[2.4895238876342773, 0.18673740327358246, '00:00:16']
test loss, test acc, exec time:[2.4967072010040283, 0.2068965584039688, '00:00:16']
test loss, test acc, exec time:[2.5063319206237793, 0.2053050398826599, '00:00:15']
test loss, test acc, exec time:[2.5039901733398438, 0.2716180384159088, '00:00:16']
