test loss, test acc, exec time:[0.4038161635398865, 0.4235127568244934, '00:00:50']
test loss, test acc, exec time:[0.3808170557022095, 0.45750707387924194, '00:00:52']
test loss, test acc, exec time:[0.3443537652492523, 0.45467421412467957, '00:00:52']
test loss, test acc, exec time:[0.3915795683860779, 0.47875353693962097, '00:00:58']
test loss, test acc, exec time:[0.3054755926132202, 0.49150142073631287, '00:00:59']
test loss, test acc, exec time:[0.33336320519447327, 0.48300284147262573, '00:00:58']
test loss, test acc, exec time:[0.3347903788089752, 0.45750707387924194, '00:00:58']
test loss, test acc, exec time:[0.3747589588165283, 0.43201133608818054, '00:00:58']
test loss, test acc, exec time:[0.35448217391967773, 0.44334277510643005, '00:00:52']
test loss, test acc, exec time:[0.375781387090683, 0.48016998171806335, '00:00:55']
