metric
0.93670886,0.4,0.53989362,0.8956044,0.52424242
0.69230769,0.,0.52135678,0.83827493,0.51631206
0.84615385,0.68666667,0.7696737,0.86387435,0.63116371
0.83596215,0.4057971,0.74074074,0.86904762,0.44307692
0.75252525,0.66129032,0.77823409,0.92145015,0.49917898
0.79781421,0.47297297,0.74387947,0.86449864,0.54495413
0.7518797,0.71875,0.84489796,0.87331536,0.60202361
0.85579937,0.54545455,0.74551971,0.89361702,0.51338583
0.87735849,0.66917293,0.76699029,0.86178862,0.60181818
0.73903002,0.95454545,0.73731884,0.84237726,0.56415479

