metric
0.76470588,0.73,0.81425486,0.92394366,0.59027778
0.85031847,0.76436782,0.83294664,0.8914956,0.5136
0.82768362,0.57792208,0.84210526,0.84951456,0.78864353
0.84556962,0.64383562,0.8677686,0.91129032,0.73253012
0.8537234,0.75641026,0.86336634,0.89972145,0.756691
0.4481383,0.63819095,0.82911392,0.85416667,0.71590909
0.69444444,0.51075269,0.65210608,0.8041958,0.60251799
0.80235294,0.7753304,0.92045455,0.90651558,0.76818182
0.82945736,0.90721649,0.8515625,0.9380805,0.78891258
0.81377551,0.74881517,0.84836066,0.9301676,0.75917431

