metric
0.88075881,0.80645161,0.85825243,0.90883191,0.90026954
0.90615836,0.78787879,0.90060852,0.94318182,0.87562189
0.87055838,0.84824903,0.87601626,0.91860465,0.87688442
0.90735695,0.86142322,0.83026585,0.92,0.87378641
0.88323353,0.82945736,0.90456432,0.9275,0.85644769
0.85572139,0.82824427,0.901566,0.92689295,0.92071611
0.8715847,0.85616438,0.92009132,0.93367347,0.89420655
0.86842105,0.8225256,0.91428571,0.91977077,0.90540541
0.84691358,0.80495356,0.8960177,0.96036585,0.92572944
0.86363636,0.86111111,0.90890269,0.94345238,0.84090909

