precision
0.816,0.0,0.79640719,0.93195266,0.55439642
0.78378378,0.88888889,0.84,0.85714286,0.57355372
0.8259587,0.8287037,0.818,0.90185676,0.73068433
0.82878412,0.88888889,0.87474333,0.91193182,0.63103448
0.8225,0.93548387,0.86486486,0.86720867,0.60927152
0.78282828,0.80620155,0.89309577,0.94428152,0.80272109
0.79069767,1.0,0.89892473,0.94782609,0.56807512
0.79376499,1.0,0.77911647,0.92035398,0.55873016
0.88218391,0.78494624,0.84962406,0.93169399,0.86111111
0.86015831,1.0,0.89004149,0.89830508,0.56053812

