precision
1.,0.99882972,0.99940547,0.98448687,0.99827487,0.99827288,0.97699827,1.,1.,1.
0.9905716,1.,1.,1.,1.,1.,1.,0.98141061,0.99709808,0.9994037
1.,1.,0.96998234,1.,0.99942693,0.99881797,1.,1.,1.,1.
1.,1.,1.,0.98570612,1.,0.99757134,0.98081264,1.,0.9993932,1.
0.5048007,1.,0.98191365,0.,1.,0.32842271,0.99941246,1.,0.,0.
0.9994289,1.,0.98524203,1.,1.,1.,0.98074745,0.99819168,0.99704841,1.
1.,1.,0.98837209,1.,1.,0.99823529,0.97679814,1.,1.,1.
1.,0.98546512,0.98158803,1.,1.,1.,1.,0.99940793,0.99939759,1.
1.,1.,0.96693273,1.,1.,0.99881936,1.,1.,1.,1.
1.,0.98500577,1.,0.98871734,1.,1.,0.99826087,1.,0.99766492,1.

