precision
0.984994,1.,1.,1.,1.,0.98383234,1.,1.,0.99827487,1.
0.,0.97063903,0.49069973,0.33898966,0.99879445,0.,1.,1.,0.,0.99940263
1.,1.,1.,1.,0.98792999,0.48270809,0.98313953,0.,1.,1.
1.,1.,0.98511734,0.99757134,0.98594025,1.,0.99883109,1.,1.,0.99574985
1.,1.,1.,1.,1.,0.97914318,1.,1.,1.,0.9947245
0.,0.,0.13970588,0.,0.50897323,0.,0.,1.,0.,0.
0.99649533,0.5033033,1.,0.,0.96858938,1.,1.,1.,1.,1.
0.,0.,0.16570872,0.,0.99940191,1.,0.,0.,0.,0.49211544
0.32910404,1.,0.99940968,0.,0.99881023,0.32715929,0.,0.,0.,1.
0.3324783,0.,1.,0.98136284,0.,0.47956246,1.,0.,1.,1.

