metric
0.88825215,0.87443946,0.82230624,0.95142857,0.77880184
0.86890244,0.80769231,0.81782946,0.94285714,0.72102161
0.83421053,0.80630631,0.83673469,0.90078329,0.76341463
0.87643678,0.75,0.87076271,0.90217391,0.74626866
0.85128205,0.85207101,0.85654886,0.92732558,0.70658683
0.88950276,0.82051282,0.81526104,0.88685015,0.73757455
0.84636119,0.72307692,0.7362069,0.89705882,0.82634731
0.91071429,0.7991453,0.78608696,0.92698413,0.73176471
0.84823848,0.65232975,0.86780384,0.91280654,0.72319202
0.88736264,0.83505155,0.862423,0.91242938,0.71399177

