metric
0.83295195,0.76811594,0.92654028,0.92329545,0.88442211
0.89382716,0.78965517,0.89737991,0.92878338,0.89113924
0.91907514,0.78625954,0.92468619,0.90659341,0.81609195
0.84198113,0.82608696,0.91343964,0.9375,0.83213429
0.85483871,0.83389831,0.89217759,0.91327913,0.8856383
0.88429752,0.80546075,0.87815126,0.91530055,0.86046512
0.91717791,0.82545455,0.88090349,0.91825613,0.85116279
0.90883978,0.73529412,0.90233546,0.91530055,0.89423077
0.86138614,0.82269504,0.90531178,0.93157895,0.90932642
0.85542169,0.84555985,0.90672451,0.94736842,0.875

