precision
0.9047619,0.93333333,0.9628483,1.0,0.80645161
0.88235294,0.89304813,0.79441624,0.96875,0.74074074
0.91891892,0.92268041,0.79310345,0.91176471,0.73333333
0.93939394,0.85657371,0.85276074,0.92647059,0.75
0.91666667,0.8959276,0.81521739,0.72151899,0.57142857
1.0,0.85853659,0.81914894,0.62105263,0.0
0.94285714,0.68627451,0.54766355,0.0,0.79411765
0.94117647,0.95,0.71428571,0.95081967,0.7
0.96774194,0.86307054,0.86430678,0.84210526,0.68421053
0.94444444,0.94416244,0.84182306,0.96875,0.63888889

