metric
396,276,455,373,385
396,284,453,361,391
375,249,493,378,390
403,254,459,372,397
400,283,484,347,371
393,257,480,361,394
398,271,461,370,385
393,281,461,362,388
394,282,466,336,407
378,278,454,373,402

