support
1687.0,1761.0,1695.0,1668.0,1670.0,1660.0,1748.0,1718.0,1721.0,1672.0
1715.0,1703.0,1718.0,1715.0,1676.0,1629.0,1674.0,1697.0,1735.0,1738.0
1738.0,1692.0,1658.0,1719.0,1703.0,1669.0,1759.0,1713.0,1655.0,1694.0
1666.0,1678.0,1763.0,1716.0,1722.0,1709.0,1756.0,1680.0,1638.0,1672.0
1709.0,1725.0,1708.0,1686.0,1670.0,1728.0,1673.0,1634.0,1778.0,1689.0
1604.0,1779.0,1701.0,1743.0,1703.0,1682.0,1695.0,1643.0,1775.0,1675.0
1697.0,1691.0,1694.0,1740.0,1723.0,1689.0,1680.0,1625.0,1798.0,1663.0
1721.0,1740.0,1680.0,1704.0,1734.0,1661.0,1663.0,1732.0,1718.0,1647.0
1731.0,1647.0,1647.0,1714.0,1724.0,1668.0,1717.0,1730.0,1647.0,1775.0
1749.0,1647.0,1733.0,1703.0,1738.0,1709.0,1688.0,1675.0,1699.0,1659.0

