metric
1780,1689,1644,1683,1691,1711,1719,1727,1672,1684
1711,1669,1739,1686,1675,1736,1723,1686,1729,1646
1710,1728,1657,1723,1671,1660,1667,1703,1745,1736
1694,1688,1718,1725,1656,1681,1706,1686,1730,1716
1720,1696,1721,1675,1696,1747,1667,1653,1666,1759
1737,1726,1712,1657,1698,1686,1669,1748,1721,1646
1685,1684,1692,1717,1688,1685,1708,1733,1715,1693
1660,1781,1675,1688,1680,1676,1742,1725,1700,1673
1671,1749,1742,1640,1733,1717,1728,1716,1662,1642
1708,1709,1698,1737,1655,1655,1665,1747,1695,1731

