support
1637,1757,1693,1720,1768,1674,1696,1743,1632,1680
1721,1667,1692,1720,1737,1693,1701,1749,1699,1621
1706,1729,1689,1692,1701,1700,1659,1680,1745,1699
1762,1787,1683,1703,1608,1671,1705,1681,1718,1682
1637,1705,1689,1620,1721,1675,1724,1701,1726,1802
1709,1698,1697,1755,1715,1707,1676,1623,1733,1687
1746,1705,1708,1663,1702,1665,1729,1723,1682,1677
1697,1691,1727,1705,1676,1721,1698,1758,1623,1704
1700,1693,1713,1706,1690,1710,1716,1679,1668,1725
1732,1677,1688,1719,1685,1718,1712,1694,1682,1693

