metric
35,258,329,56,28
31,267,315,66,27
35,257,311,73,30
35,240,334,70,27
35,257,323,68,23
28,265,324,67,22
37,260,306,74,29
36,250,332,65,23
30,241,334,76,25
27,263,335,60,21

