support
1717.0,1682.0,1675.0,1752.0,1723.0,1705.0,1680.0,1670.0,1713.0,1683.0
1682.0,1682.0,1712.0,1724.0,1764.0,1684.0,1750.0,1645.0,1672.0,1685.0
1663.0,1665.0,1696.0,1717.0,1802.0,1696.0,1681.0,1724.0,1620.0,1736.0
1738.0,1661.0,1691.0,1740.0,1716.0,1653.0,1668.0,1680.0,1722.0,1731.0
1742.0,1746.0,1716.0,1709.0,1696.0,1646.0,1695.0,1682.0,1689.0,1679.0
1697.0,1709.0,1681.0,1685.0,1761.0,1697.0,1670.0,1733.0,1685.0,1682.0
1674.0,1738.0,1674.0,1720.0,1750.0,1682.0,1665.0,1701.0,1739.0,1657.0
1661.0,1673.0,1736.0,1720.0,1726.0,1671.0,1692.0,1713.0,1724.0,1684.0
1656.0,1670.0,1759.0,1680.0,1667.0,1685.0,1746.0,1739.0,1678.0,1720.0
1688.0,1685.0,1689.0,1671.0,1696.0,1738.0,1697.0,1668.0,1737.0,1731.0

