support
1734.0,1716.0,1696.0,1654.0,1740.0,1745.0,1700.0,1713.0,1644.0,1658.0
1684.0,1674.0,1682.0,1710.0,1703.0,1682.0,1664.0,1795.0,1724.0,1682.0
1688.0,1753.0,1650.0,1703.0,1746.0,1695.0,1724.0,1676.0,1657.0,1708.0
1687.0,1706.0,1694.0,1729.0,1699.0,1651.0,1739.0,1693.0,1656.0,1746.0
1743.0,1736.0,1687.0,1707.0,1630.0,1675.0,1706.0,1704.0,1707.0,1705.0
1756.0,1706.0,1678.0,1710.0,1696.0,1700.0,1732.0,1658.0,1698.0,1666.0
1680.0,1722.0,1706.0,1730.0,1731.0,1706.0,1684.0,1712.0,1615.0,1714.0
1741.0,1698.0,1709.0,1718.0,1708.0,1685.0,1661.0,1691.0,1667.0,1722.0
1713.0,1676.0,1696.0,1702.0,1714.0,1696.0,1684.0,1732.0,1643.0,1744.0
1680.0,1714.0,1659.0,1666.0,1687.0,1733.0,1726.0,1671.0,1716.0,1748.0

