metric
407,267,462,368,381
402,266,493,347,377
382,280,461,372,390
380,274,467,350,414
413,287,466,358,361
401,279,458,349,398
399,273,450,375,388
379,305,470,372,359
432,275,451,356,371
423,284,442,364,372

