support
1745,1714,1672,1698,1659,1736,1782,1668,1665,1661
1694,1729,1671,1697,1688,1684,1673,1771,1681,1712
1688,1697,1688,1715,1690,1709,1747,1662,1678,1726
1745,1712,1737,1714,1679,1694,1701,1675,1644,1699
1662,1704,1694,1677,1681,1680,1738,1698,1760,1706
1677,1687,1668,1713,1739,1700,1698,1731,1659,1728
1706,1669,1759,1706,1644,1768,1745,1628,1691,1684
1759,1734,1717,1641,1728,1682,1658,1618,1733,1730
1668,1746,1705,1642,1737,1743,1740,1693,1691,1635
1723,1690,1666,1724,1727,1711,1698,1655,1682,1724

