metric
32,252,325,74,23
33,254,322,66,31
28,259,324,72,23
29,265,317,70,25
26,278,316,70,16
34,243,348,61,20
30,261,323,72,20
36,259,324,66,21
31,243,329,76,27
39,258,324,63,22

