test loss, test acc, exec time: [0.37149614095687866, 0.5545722842216492, '00:03:32']
test loss, test acc, exec time: [0.37062346935272217, 0.567444384098053, '00:03:32']
test loss, test acc, exec time: [0.3532816767692566, 0.6527218818664551, '00:03:30']
test loss, test acc, exec time: [0.34476837515830994, 0.655135452747345, '00:03:31']
test loss, test acc, exec time: [0.3942709267139435, 0.5371413230895996, '00:03:30']
test loss, test acc, exec time: [0.4103515148162842, 0.4786806106567383, '00:03:32']
test loss, test acc, exec time: [0.3957662880420685, 0.5100563168525696, '00:03:28']
test loss, test acc, exec time: [0.37142032384872437, 0.5811209678649902, '00:03:25']
test loss, test acc, exec time: [0.3516647219657898, 0.7232502102851868, '00:03:28']
test loss, test acc, exec time: [0.49758630990982056, 0.2459104359149933, '00:03:28']
test loss, test acc, exec time: [0.3424329459667206, 0.668007493019104, '00:03:30']
test loss, test acc, exec time: [0.4976104199886322, 0.2459104359149933, '00:03:30']
test loss, test acc, exec time: [0.40028226375579834, 0.6470903754234314, '00:03:29']
test loss, test acc, exec time: [0.415772020816803, 0.45025476813316345, '00:03:28']
test loss, test acc, exec time: [0.4026987552642822, 0.4703674018383026, '00:03:28']
test loss, test acc, exec time: [0.40598076581954956, 0.49852508306503296, '00:03:28']
test loss, test acc, exec time: [0.30789613723754883, 0.6701528429985046, '00:03:28']
test loss, test acc, exec time: [0.3845444917678833, 0.5789756178855896, '00:03:29']
test loss, test acc, exec time: [0.42745351791381836, 0.48806649446487427, '00:03:27']
test loss, test acc, exec time: [0.3769942820072174, 0.5658353567123413, '00:03:26']
test loss, test acc, exec time: [0.32507604360580444, 0.6524537205696106, '00:03:26']
test loss, test acc, exec time: [0.3350748121738434, 0.6336819529533386, '00:03:30']
test loss, test acc, exec time: [0.3572252094745636, 0.5545722842216492, '00:03:34']
test loss, test acc, exec time: [0.4001398980617523, 0.5089836120605469, '00:03:31']
test loss, test acc, exec time: [0.4976014196872711, 0.2459104359149933, '00:03:32']
test loss, test acc, exec time: [0.4974029064178467, 0.2459104359149933, '00:03:31']
test loss, test acc, exec time: [0.37844911217689514, 0.6251005530357361, '00:03:29']
test loss, test acc, exec time: [0.3792242407798767, 0.598015546798706, '00:03:30']
test loss, test acc, exec time: [0.3741525709629059, 0.5701260566711426, '00:03:29']
test loss, test acc, exec time: [0.3778165280818939, 0.6610351204872131, '00:03:28']
test loss, test acc, exec time: [0.37176722288131714, 0.5379458069801331, '00:03:30']
test loss, test acc, exec time: [0.38364115357398987, 0.5848752856254578, '00:03:31']
test loss, test acc, exec time: [0.34110182523727417, 0.6924108266830444, '00:03:30']
test loss, test acc, exec time: [0.3955230712890625, 0.6092786192893982, '00:03:31']
test loss, test acc, exec time: [0.36173081398010254, 0.5427728891372681, '00:03:32']
test loss, test acc, exec time: [0.35261228680610657, 0.6878519654273987, '00:03:27']
test loss, test acc, exec time: [0.3544376492500305, 0.603915274143219, '00:03:25']
test loss, test acc, exec time: [0.3902113437652588, 0.48270314931869507, '00:03:23']
test loss, test acc, exec time: [0.425475150346756, 0.4604451656341553, '00:03:26']
test loss, test acc, exec time: [0.3550615608692169, 0.6293912529945374, '00:03:25']
test loss, test acc, exec time: [0.40963393449783325, 0.46205416321754456, '00:03:22']
test loss, test acc, exec time: [0.3473428785800934, 0.6122284531593323, '00:03:22']
test loss, test acc, exec time: [0.3987519443035126, 0.4979887306690216, '00:03:22']
test loss, test acc, exec time: [0.3506365716457367, 0.639849841594696, '00:03:20']
test loss, test acc, exec time: [0.4127727448940277, 0.48538482189178467, '00:03:21']
test loss, test acc, exec time: [0.3650501072406769, 0.6079378128051758, '00:03:20']
test loss, test acc, exec time: [0.318654865026474, 0.6763207316398621, '00:03:25']
test loss, test acc, exec time: [0.38803794980049133, 0.5355322957038879, '00:03:23']
test loss, test acc, exec time: [0.3949379026889801, 0.5282917618751526, '00:03:25']
test loss, test acc, exec time: [0.3543826639652252, 0.7119871377944946, '00:03:23']
test loss, test acc, exec time: [0.3347131907939911, 0.6663985252380371, '00:04:13']
test loss, test acc, exec time: [0.3380979895591736, 0.6701528429985046, '00:04:07']
test loss, test acc, exec time: [0.3831263482570648, 0.5234647393226624, '00:04:07']
test loss, test acc, exec time: [0.41946157813072205, 0.5470635294914246, '00:04:06']
test loss, test acc, exec time: [0.34450390934944153, 0.7058192491531372, '00:04:11']
test loss, test acc, exec time: [0.35640183091163635, 0.5821936130523682, '00:04:07']
test loss, test acc, exec time: [0.4977211356163025, 0.2459104359149933, '00:04:13']
test loss, test acc, exec time: [0.3037421703338623, 0.7355859279632568, '00:04:10']
test loss, test acc, exec time: [0.3870251476764679, 0.5636900067329407, '00:04:11']
test loss, test acc, exec time: [0.5762831568717957, 0.4094931483268738, '00:04:11']
test loss, test acc, exec time: [0.4328870177268982, 0.44650039076805115, '00:04:11']
test loss, test acc, exec time: [0.3484903872013092, 0.6358273029327393, '00:04:07']
test loss, test acc, exec time: [0.35745736956596375, 0.6476266980171204, '00:04:07']
test loss, test acc, exec time: [0.4404888153076172, 0.4132475256919861, '00:04:10']
test loss, test acc, exec time: [0.40259042382240295, 0.6304639577865601, '00:04:13']
test loss, test acc, exec time: [0.4364239275455475, 0.41995173692703247, '00:04:06']
test loss, test acc, exec time: [0.28800883889198303, 0.745776355266571, '00:04:07']
test loss, test acc, exec time: [0.36212849617004395, 0.6363636255264282, '00:04:07']
test loss, test acc, exec time: [0.3275296092033386, 0.6781979203224182, '00:04:09']
test loss, test acc, exec time: [0.3868176341056824, 0.594529390335083, '00:04:08']
test loss, test acc, exec time: [0.38881680369377136, 0.5253419280052185, '00:04:11']
test loss, test acc, exec time: [0.30253249406814575, 0.6940198540687561, '00:04:13']
test loss, test acc, exec time: [0.38957518339157104, 0.5242692232131958, '00:04:08']
