test loss, test acc, exec time: [0.22682499885559082, 0.8181818127632141, '00:02:28']
test loss, test acc, exec time: [0.6564072370529175, 0.806918740272522, '00:02:16']
test loss, test acc, exec time: [0.6595768332481384, 0.8082596063613892, '00:02:14']
test loss, test acc, exec time: [0.6500080823898315, 0.8390989303588867, '00:02:14']
test loss, test acc, exec time: [0.6571639776229858, 0.7988736629486084, '00:02:14']
test loss, test acc, exec time: [0.6533157825469971, 0.8222043514251709, '00:02:20']
test loss, test acc, exec time: [0.6502848863601685, 0.8350764513015747, '00:02:16']
test loss, test acc, exec time: [0.6617695689201355, 0.7854653000831604, '00:02:16']
test loss, test acc, exec time: [0.6538848876953125, 0.8197908401489258, '00:02:13']
test loss, test acc, exec time: [0.6533437967300415, 0.8224725127220154, '00:02:13']
test loss, test acc, exec time: [0.6629636287689209, 0.7768839001655579, '00:02:13']
test loss, test acc, exec time: [0.6526784300804138, 0.8235451579093933, '00:02:12']
test loss, test acc, exec time: [0.6594164967536926, 0.791633129119873, '00:02:13']
test loss, test acc, exec time: [0.6652317047119141, 0.7586484551429749, '00:02:39']
test loss, test acc, exec time: [0.654750645160675, 0.8138911128044128, '00:02:40']
test loss, test acc, exec time: [0.6540295481681824, 0.8184499740600586, '00:02:37']
test loss, test acc, exec time: [0.656754732131958, 0.8077232241630554, '00:02:42']
test loss, test acc, exec time: [0.6571035385131836, 0.8079914450645447, '00:02:39']
test loss, test acc, exec time: [0.6633650660514832, 0.7669616341590881, '00:02:41']
test loss, test acc, exec time: [0.654594361782074, 0.816304624080658, '00:02:36']
test loss, test acc, exec time: [0.6531175971031189, 0.8254223465919495, '00:02:40']
test loss, test acc, exec time: [0.666826069355011, 0.7508715391159058, '00:02:39']
test loss, test acc, exec time: [0.6548911929130554, 0.8155001401901245, '00:02:35']
test loss, test acc, exec time: [0.6539361476898193, 0.8165727853775024, '00:02:35']
test loss, test acc, exec time: [0.6528804898262024, 0.8219361901283264, '00:02:36']
test loss, test acc, exec time: [0.652154803276062, 0.8270313739776611, '00:02:36']
test loss, test acc, exec time: [0.6576842665672302, 0.7994100451469421, '00:02:37']
test loss, test acc, exec time: [0.6490559577941895, 0.8425851464271545, '00:02:37']
test loss, test acc, exec time: [0.6537491679191589, 0.8197908401489258, '00:02:39']
test loss, test acc, exec time: [0.6537041068077087, 0.816304624080658, '00:02:37']
test loss, test acc, exec time: [0.6675935387611389, 0.7455081939697266, '00:02:36']
test loss, test acc, exec time: [0.6523430943489075, 0.8283722400665283, '00:02:31']
test loss, test acc, exec time: [0.6599645614624023, 0.7873424291610718, '00:02:33']
test loss, test acc, exec time: [0.6557103991508484, 0.8187181353569031, '00:02:31']
test loss, test acc, exec time: [0.6534912586212158, 0.8200590014457703, '00:02:31']
test loss, test acc, exec time: [0.6589608788490295, 0.7961919903755188, '00:02:36']
test loss, test acc, exec time: [0.6587070822715759, 0.7945830225944519, '00:02:31']
test loss, test acc, exec time: [0.6563190221786499, 0.8090640902519226, '00:02:31']
