test loss, test acc, exec time: [0.3503648042678833, 0.8018235564231873, '00:06:15']
test loss, test acc, exec time: [0.7563048005104065, 0.2459104359149933, '00:04:18']
test loss, test acc, exec time: [0.7562913298606873, 0.2459104359149933, '00:04:20']
test loss, test acc, exec time: [0.7563552260398865, 0.2459104359149933, '00:04:26']
test loss, test acc, exec time: [0.7562983632087708, 0.2459104359149933, '00:04:20']
test loss, test acc, exec time: [0.7563319802284241, 0.2459104359149933, '00:04:20']
test loss, test acc, exec time: [0.7562670111656189, 0.2459104359149933, '00:04:16']
test loss, test acc, exec time: [0.7562993764877319, 0.2459104359149933, '00:04:22']
test loss, test acc, exec time: [0.7562912702560425, 0.2459104359149933, '00:04:16']
test loss, test acc, exec time: [0.756302535533905, 0.2459104359149933, '00:04:21']
test loss, test acc, exec time: [0.7562375068664551, 0.2459104359149933, '00:04:19']
test loss, test acc, exec time: [0.7563192844390869, 0.2459104359149933, '00:04:21']
test loss, test acc, exec time: [0.756318211555481, 0.2459104359149933, '00:04:20']
test loss, test acc, exec time: [0.756289541721344, 0.2459104359149933, '00:04:21']
test loss, test acc, exec time: [0.756339967250824, 0.2459104359149933, '00:04:20']
test loss, test acc, exec time: [0.7562531232833862, 0.2459104359149933, '00:04:19']
test loss, test acc, exec time: [0.7563287615776062, 0.2459104359149933, '00:04:17']
test loss, test acc, exec time: [0.7563168406486511, 0.2459104359149933, '00:04:19']
test loss, test acc, exec time: [0.7562639713287354, 0.2459104359149933, '00:04:24']
test loss, test acc, exec time: [0.7562469244003296, 0.2459104359149933, '00:04:17']
test loss, test acc, exec time: [0.756294846534729, 0.2459104359149933, '00:04:23']
test loss, test acc, exec time: [0.7563430070877075, 0.2459104359149933, '00:04:18']
test loss, test acc, exec time: [0.7562916278839111, 0.2459104359149933, '00:04:13']
test loss, test acc, exec time: [0.7564613223075867, 0.2459104359149933, '00:04:23']
test loss, test acc, exec time: [0.7563663721084595, 0.2459104359149933, '00:04:12']
test loss, test acc, exec time: [0.7562933564186096, 0.2459104359149933, '00:04:14']
