test loss, test acc, exec time: [0.3503648042678833, 0.8018235564231873, '00:06:15']
test loss, test acc, exec time: [0.3675273656845093, 0.7672297954559326, '00:06:11']
test loss, test acc, exec time: [0.35446247458457947, 0.8018235564231873, '00:05:44']
test loss, test acc, exec time: [0.3104603588581085, 0.8200590014457703, '00:05:06']
test loss, test acc, exec time: [0.3778750002384186, 0.7723250389099121, '00:05:11']
test loss, test acc, exec time: [0.3496791422367096, 0.7661571502685547, '00:05:09']
test loss, test acc, exec time: [0.31787317991256714, 0.8211316466331482, '00:05:20']
test loss, test acc, exec time: [0.32700327038764954, 0.8203271627426147, '00:05:08']
test loss, test acc, exec time: [0.33819451928138733, 0.7908286452293396, '00:05:13']
test loss, test acc, exec time: [0.35235539078712463, 0.769911527633667, '00:05:48']
test loss, test acc, exec time: [0.30223485827445984, 0.8106731176376343, '00:05:06']
test loss, test acc, exec time: [0.3929513990879059, 0.7811746001243591, '00:05:12']
test loss, test acc, exec time: [0.4142318665981293, 0.7760793566703796, '00:05:12']
test loss, test acc, exec time: [0.3186151087284088, 0.7484580278396606, '00:04:51']
test loss, test acc, exec time: [0.31509310007095337, 0.7878788113594055, '00:04:50']
test loss, test acc, exec time: [0.38492467999458313, 0.7945830225944519, '00:04:51']
test loss, test acc, exec time: [0.3652994632720947, 0.7709841728210449, '00:04:51']
test loss, test acc, exec time: [0.3264443278312683, 0.806918740272522, '00:04:50']
test loss, test acc, exec time: [0.2937622368335724, 0.7798337340354919, '00:04:51']
test loss, test acc, exec time: [0.32094162702560425, 0.7932421565055847, '00:04:50']
test loss, test acc, exec time: [0.3229654133319855, 0.8015553951263428, '00:04:52']
test loss, test acc, exec time: [0.3179657459259033, 0.824617862701416, '00:04:51']
test loss, test acc, exec time: [0.35917407274246216, 0.7937784790992737, '00:04:53']
test loss, test acc, exec time: [0.35891351103782654, 0.778761088848114, '00:04:51']
test loss, test acc, exec time: [0.3949357867240906, 0.7444354891777039, '00:04:51']
test loss, test acc, exec time: [0.3306461274623871, 0.7833199501037598, '00:04:52']
test loss, test acc, exec time: [0.3384079933166504, 0.8071869015693665, '00:04:56']
test loss, test acc, exec time: [0.3706184923648834, 0.7809064388275146, '00:04:52']
test loss, test acc, exec time: [0.3196958303451538, 0.8015553951263428, '00:04:52']
test loss, test acc, exec time: [0.36854201555252075, 0.7559667229652405, '00:04:52']
test loss, test acc, exec time: [0.3333950638771057, 0.7854653000831604, '00:04:52']
test loss, test acc, exec time: [0.3568684160709381, 0.7964601516723633, '00:04:52']
test loss, test acc, exec time: [0.2842937409877777, 0.8176454901695251, '00:04:52']
test loss, test acc, exec time: [0.33119601011276245, 0.8213998675346375, '00:04:50']
test loss, test acc, exec time: [0.3694412112236023, 0.769911527633667, '00:04:53']
test loss, test acc, exec time: [0.313017874956131, 0.8071869015693665, '00:04:52']
test loss, test acc, exec time: [0.34552255272865295, 0.7771520614624023, '00:04:50']
test loss, test acc, exec time: [0.35388490557670593, 0.7495307326316833, '00:04:52']
test loss, test acc, exec time: [0.341602087020874, 0.755698561668396, '00:04:51']
test loss, test acc, exec time: [0.3776004910469055, 0.7688388228416443, '00:04:53']
test loss, test acc, exec time: [0.3426123857498169, 0.7725932002067566, '00:04:51']
test loss, test acc, exec time: [0.35681816935539246, 0.7857334613800049, '00:04:52']
test loss, test acc, exec time: [0.4081486463546753, 0.7583802342414856, '00:04:53']
test loss, test acc, exec time: [0.38525551557540894, 0.7363904714584351, '00:04:52']
test loss, test acc, exec time: [0.3574596047401428, 0.7865379452705383, '00:04:52']
test loss, test acc, exec time: [0.2843627631664276, 0.8096004128456116, '00:04:52']
test loss, test acc, exec time: [0.30432698130607605, 0.7846607565879822, '00:04:54']
test loss, test acc, exec time: [0.3166339695453644, 0.7988736629486084, '00:04:52']
test loss, test acc, exec time: [0.389234334230423, 0.7425583004951477, '00:04:52']
test loss, test acc, exec time: [0.4076599180698395, 0.7712523341178894, '00:04:51']
test loss, test acc, exec time: [0.38999566435813904, 0.7771520614624023, '00:06:09']
test loss, test acc, exec time: [0.35950765013694763, 0.7924376726150513, '00:06:39']
test loss, test acc, exec time: [0.3608378469944, 0.7972646951675415, '00:05:56']
test loss, test acc, exec time: [0.3308883011341095, 0.81523197889328, '00:06:01']
test loss, test acc, exec time: [0.3393450677394867, 0.7956556677818298, '00:06:02']
test loss, test acc, exec time: [0.7563264966011047, 0.2459104359149933, '00:05:17']
test loss, test acc, exec time: [0.7562905550003052, 0.2459104359149933, '00:04:53']
test loss, test acc, exec time: [0.756269633769989, 0.2459104359149933, '00:04:48']
test loss, test acc, exec time: [0.7563645839691162, 0.2459104359149933, '00:04:49']
test loss, test acc, exec time: [0.7563319206237793, 0.2459104359149933, '00:04:49']
test loss, test acc, exec time: [0.7562772631645203, 0.2459104359149933, '00:04:53']
test loss, test acc, exec time: [0.7562962174415588, 0.2459104359149933, '00:04:56']
test loss, test acc, exec time: [0.7562038898468018, 0.2459104359149933, '00:05:03']
test loss, test acc, exec time: [0.7562462687492371, 0.2459104359149933, '00:05:12']
test loss, test acc, exec time: [0.7563667893409729, 0.2459104359149933, '00:05:49']
test loss, test acc, exec time: [0.7562754154205322, 0.2459104359149933, '00:05:38']
test loss, test acc, exec time: [0.7562410235404968, 0.2459104359149933, '00:05:37']
test loss, test acc, exec time: [0.7563143372535706, 0.2459104359149933, '00:05:30']
test loss, test acc, exec time: [0.7563529014587402, 0.2459104359149933, '00:05:24']
test loss, test acc, exec time: [0.7562950253486633, 0.2459104359149933, '00:05:31']
test loss, test acc, exec time: [0.7563190460205078, 0.2459104359149933, '00:05:26']
test loss, test acc, exec time: [0.7562997341156006, 0.2459104359149933, '00:05:44']
test loss, test acc, exec time: [0.7562950253486633, 0.2459104359149933, '00:05:52']
test loss, test acc, exec time: [0.756273090839386, 0.2459104359149933, '00:05:20']
test loss, test acc, exec time: [0.7563658356666565, 0.2459104359149933, '00:05:25']
