test loss, test acc, exec time: [0.7563185095787048, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7563113570213318, 0.2459104359149933, '00:02:04']
test loss, test acc, exec time: [0.7563343644142151, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7562384605407715, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7562872171401978, 0.2459104359149933, '00:02:05']
test loss, test acc, exec time: [0.7563038468360901, 0.2459104359149933, '00:02:03']
test loss, test acc, exec time: [0.7562816739082336, 0.2459104359149933, '00:02:03']
test loss, test acc, exec time: [0.7562817931175232, 0.2459104359149933, '00:02:03']
test loss, test acc, exec time: [0.7563130855560303, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7563029527664185, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7563053369522095, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7563125491142273, 0.2459104359149933, '00:02:00']
test loss, test acc, exec time: [0.7563562393188477, 0.2459104359149933, '00:02:00']
test loss, test acc, exec time: [0.7562822699546814, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7563039064407349, 0.2459104359149933, '00:02:02']
test loss, test acc, exec time: [0.7563008069992065, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7563345432281494, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7563275694847107, 0.2459104359149933, '00:02:00']
test loss, test acc, exec time: [0.7563097476959229, 0.2459104359149933, '00:02:01']
test loss, test acc, exec time: [0.7563368082046509, 0.2459104359149933, '00:02:02']
test loss, test acc, exec time: [0.7562768459320068, 0.2459104359149933, '00:02:02']
test loss, test acc, exec time: [0.7563410401344299, 0.2459104359149933, '00:02:02']
test loss, test acc, exec time: [0.7562724947929382, 0.2459104359149933, '00:02:00']
test loss, test acc, exec time: [0.7562844157218933, 0.2459104359149933, '00:02:03']
test loss, test acc, exec time: [0.7563127875328064, 0.2459104359149933, '00:02:03']
test loss, test acc, exec time: [0.7563404440879822, 0.2459104359149933, '00:02:03']
test loss, test acc, exec time: [0.7562873363494873, 0.2459104359149933, '00:02:02']
test loss, test acc, exec time: [0.7562989592552185, 0.2459104359149933, '00:02:00']
test loss, test acc, exec time: [0.7563251256942749, 0.2459104359149933, '00:02:02']
test loss, test acc, exec time: [0.7563272714614868, 0.2459104359149933, '00:02:02']
test loss, test acc, exec time: [0.4976138174533844, 0.2459104359149933, '00:02:16']
test loss, test acc, exec time: [0.4976370334625244, 0.2459104359149933, '00:02:16']
test loss, test acc, exec time: [0.4975084066390991, 0.2459104359149933, '00:02:18']
test loss, test acc, exec time: [0.49761468172073364, 0.2459104359149933, '00:02:26']
test loss, test acc, exec time: [0.49772781133651733, 0.2459104359149933, '00:02:25']
test loss, test acc, exec time: [0.4974437654018402, 0.2459104359149933, '00:02:24']
test loss, test acc, exec time: [0.49744659662246704, 0.2459104359149933, '00:02:22']
test loss, test acc, exec time: [0.49779367446899414, 0.2459104359149933, '00:02:22']
test loss, test acc, exec time: [0.49832141399383545, 0.2459104359149933, '00:02:24']
test loss, test acc, exec time: [0.4974353015422821, 0.2459104359149933, '00:02:30']
test loss, test acc, exec time: [0.4977095127105713, 0.2459104359149933, '00:02:23']
test loss, test acc, exec time: [0.49763619899749756, 0.2459104359149933, '00:02:21']
test loss, test acc, exec time: [0.49758148193359375, 0.2459104359149933, '00:02:20']
test loss, test acc, exec time: [0.49743491411209106, 0.2459104359149933, '00:02:21']
test loss, test acc, exec time: [0.497313529253006, 0.2459104359149933, '00:02:21']
test loss, test acc, exec time: [0.49804624915122986, 0.2459104359149933, '00:02:21']
test loss, test acc, exec time: [0.4976394772529602, 0.2459104359149933, '00:02:23']
test loss, test acc, exec time: [0.4977821111679077, 0.2459104359149933, '00:02:24']
test loss, test acc, exec time: [0.4975385367870331, 0.2459104359149933, '00:02:37']
test loss, test acc, exec time: [0.49757468700408936, 0.2459104359149933, '00:02:32']
test loss, test acc, exec time: [0.49770525097846985, 0.2459104359149933, '00:02:32']
test loss, test acc, exec time: [0.49761173129081726, 0.2459104359149933, '00:02:34']
test loss, test acc, exec time: [0.4976130723953247, 0.2459104359149933, '00:02:34']
test loss, test acc, exec time: [0.4978771209716797, 0.2459104359149933, '00:02:27']
test loss, test acc, exec time: [0.4977767765522003, 0.2459104359149933, '00:02:27']
test loss, test acc, exec time: [0.4978260099887848, 0.2459104359149933, '00:02:29']
test loss, test acc, exec time: [0.49732622504234314, 0.2459104359149933, '00:02:29']
test loss, test acc, exec time: [0.4975036084651947, 0.2459104359149933, '00:02:27']
test loss, test acc, exec time: [0.49752742052078247, 0.2459104359149933, '00:02:27']
test loss, test acc, exec time: [0.4973007142543793, 0.2459104359149933, '00:02:27']
test loss, test acc, exec time: [0.4976477324962616, 0.2459104359149933, '00:02:26']
test loss, test acc, exec time: [0.4978238046169281, 0.2459104359149933, '00:02:30']
test loss, test acc, exec time: [0.49813270568847656, 0.2459104359149933, '00:02:27']
