test loss, test acc, exec time: [0.3663420081138611, 0.5923840403556824, '00:01:58']
test loss, test acc, exec time: [0.24870645999908447, 0.7717886567115784, '00:02:28']
test loss, test acc, exec time: [0.29362189769744873, 0.7626709342002869, '00:02:28']
test loss, test acc, exec time: [0.27430400252342224, 0.7591847777366638, '00:02:27']
test loss, test acc, exec time: [0.3250153362751007, 0.6567444205284119, '00:02:27']
test loss, test acc, exec time: [0.2825130522251129, 0.769911527633667, '00:02:27']
test loss, test acc, exec time: [0.30949118733406067, 0.6940198540687561, '00:02:28']
test loss, test acc, exec time: [0.35739049315452576, 0.7036738991737366, '00:02:28']
test loss, test acc, exec time: [0.2709326446056366, 0.7884151339530945, '00:02:29']
test loss, test acc, exec time: [0.3724382817745209, 0.5427728891372681, '00:02:28']
test loss, test acc, exec time: [0.2888409197330475, 0.7001877427101135, '00:02:28']
test loss, test acc, exec time: [0.3031412363052368, 0.6934835314750671, '00:02:29']
test loss, test acc, exec time: [0.3604285418987274, 0.6001608967781067, '00:02:29']
test loss, test acc, exec time: [0.30243879556655884, 0.6924108266830444, '00:02:32']
test loss, test acc, exec time: [0.2950514554977417, 0.7329042553901672, '00:02:31']
test loss, test acc, exec time: [0.312735915184021, 0.700455904006958, '00:02:32']
test loss, test acc, exec time: [0.29251450300216675, 0.6967015266418457, '00:02:32']
test loss, test acc, exec time: [0.31168684363365173, 0.6937516927719116, '00:02:31']
test loss, test acc, exec time: [0.241610586643219, 0.7637436389923096, '00:02:32']
test loss, test acc, exec time: [0.362422376871109, 0.5379458069801331, '00:02:31']
test loss, test acc, exec time: [0.2844066321849823, 0.7371949553489685, '00:02:30']
test loss, test acc, exec time: [0.3042106628417969, 0.7219093441963196, '00:02:31']
test loss, test acc, exec time: [0.3511999845504761, 0.664521336555481, '00:02:36']
test loss, test acc, exec time: [0.2801990807056427, 0.7669616341590881, '00:02:42']
test loss, test acc, exec time: [0.2882888913154602, 0.7267363667488098, '00:02:40']
test loss, test acc, exec time: [0.2955761253833771, 0.7599892616271973, '00:02:37']
test loss, test acc, exec time: [0.27763548493385315, 0.71922767162323, '00:02:42']
test loss, test acc, exec time: [0.2969384491443634, 0.6824886202812195, '00:02:38']
test loss, test acc, exec time: [0.3166435956954956, 0.7248592376708984, '00:02:42']
test loss, test acc, exec time: [0.3318731188774109, 0.6787342429161072, '00:02:42']
test loss, test acc, exec time: [0.3000797927379608, 0.7304907441139221, '00:02:42']
test loss, test acc, exec time: [0.3459184169769287, 0.7017967104911804, '00:02:40']
test loss, test acc, exec time: [0.33784759044647217, 0.6433359980583191, '00:02:42']
test loss, test acc, exec time: [0.26463210582733154, 0.7575757503509521, '00:02:40']
test loss, test acc, exec time: [0.3079734444618225, 0.6749798655509949, '00:02:41']
test loss, test acc, exec time: [0.2708311975002289, 0.7725932002067566, '00:02:41']
test loss, test acc, exec time: [0.2776884436607361, 0.7211048603057861, '00:02:43']
test loss, test acc, exec time: [0.30599308013916016, 0.7146688103675842, '00:02:43']
test loss, test acc, exec time: [0.31610578298568726, 0.6878519654273987, '00:02:43']
test loss, test acc, exec time: [0.2925070524215698, 0.7717886567115784, '00:02:43']
test loss, test acc, exec time: [0.26455754041671753, 0.7085009217262268, '00:02:44']
test loss, test acc, exec time: [0.32178252935409546, 0.6977742314338684, '00:02:46']
test loss, test acc, exec time: [0.4140871465206146, 0.4194153845310211, '00:02:43']
