test loss, test acc, exec time: [0.7059131264686584, 0.5509182810783386, '00:06:07']
test loss, test acc, exec time: [0.7035732269287109, 0.5326905250549316, '00:05:59']
test loss, test acc, exec time: [0.7024990916252136, 0.5327364802360535, '00:06:04']
test loss, test acc, exec time: [0.656844973564148, 0.7960054874420166, '00:06:00']
test loss, test acc, exec time: [0.7025197148323059, 0.5327823758125305, '00:06:06']
test loss, test acc, exec time: [0.6657962203025818, 0.7387052178382874, '00:06:00']
test loss, test acc, exec time: [0.7029823660850525, 0.5285583138465881, '00:06:07']
test loss, test acc, exec time: [0.7019444108009338, 0.531634509563446, '00:06:12']
test loss, test acc, exec time: [0.7486345767974854, 0.3179522454738617, '00:06:04']
test loss, test acc, exec time: [0.6588006019592285, 0.7872359752655029, '00:06:03']
test loss, test acc, exec time: [0.7126320004463196, 0.5132690668106079, '00:06:00']
test loss, test acc, exec time: [0.6599797010421753, 0.7842056751251221, '00:06:02']
test loss, test acc, exec time: [0.6581270098686218, 0.7901744842529297, '00:06:13']
test loss, test acc, exec time: [0.6538339257240295, 0.8379247188568115, '00:06:01']
test loss, test acc, exec time: [0.7069875001907349, 0.5327823758125305, '00:06:03']
test loss, test acc, exec time: [0.6592541933059692, 0.7847566604614258, '00:06:05']
test loss, test acc, exec time: [0.7486329674720764, 0.31799817085266113, '00:06:00']
test loss, test acc, exec time: [0.6650055646896362, 0.7557392120361328, '00:06:10']
test loss, test acc, exec time: [0.7025030851364136, 0.523921012878418, '00:05:59']
test loss, test acc, exec time: [0.6658857464790344, 0.7406795024871826, '00:06:03']
test loss, test acc, exec time: [0.6657989025115967, 0.7502295970916748, '00:06:10']
test loss, test acc, exec time: [0.6501915454864502, 0.8349403142929077, '00:06:10']
test loss, test acc, exec time: [0.6593882441520691, 0.7844352722167969, '00:06:02']
test loss, test acc, exec time: [0.7015906572341919, 0.5326905250549316, '00:06:00']
test loss, test acc, exec time: [0.7061612010002136, 0.5327823758125305, '00:06:01']
test loss, test acc, exec time: [0.6566015481948853, 0.8000918030738831, '00:06:05']
test loss, test acc, exec time: [0.6663998365402222, 0.7361340522766113, '00:06:07']
test loss, test acc, exec time: [0.6597558259963989, 0.7833333611488342, '00:06:12']
test loss, test acc, exec time: [0.7486323118209839, 0.3179522454738617, '00:06:05']
test loss, test acc, exec time: [0.646418035030365, 0.8537189960479736, '00:06:03']
test loss, test acc, exec time: [0.748630940914154, 0.3179522454738617, '00:06:51']
test loss, test acc, exec time: [0.665799081325531, 0.7387511730194092, '00:06:22']
test loss, test acc, exec time: [0.6606628894805908, 0.7747933864593506, '00:06:20']
test loss, test acc, exec time: [0.7486389875411987, 0.3179522454738617, '00:06:15']
test loss, test acc, exec time: [0.7486369609832764, 0.3179522454738617, '00:06:14']
test loss, test acc, exec time: [0.6466202139854431, 0.852800726890564, '00:06:16']
test loss, test acc, exec time: [0.6558906435966492, 0.7965564727783203, '00:06:17']
test loss, test acc, exec time: [0.7030846476554871, 0.5286042094230652, '00:06:18']
test loss, test acc, exec time: [0.6457288265228271, 0.8549586534500122, '00:06:18']
test loss, test acc, exec time: [0.6579259634017944, 0.7921028733253479, '00:06:18']
test loss, test acc, exec time: [0.65603107213974, 0.7988062500953674, '00:06:15']
test loss, test acc, exec time: [0.6508748531341553, 0.8340679407119751, '00:06:20']
test loss, test acc, exec time: [0.7079894542694092, 0.5327823758125305, '00:06:25']
test loss, test acc, exec time: [0.6474879384040833, 0.8484389185905457, '00:06:21']
test loss, test acc, exec time: [0.7166343331336975, 0.4785583019256592, '00:06:23']
test loss, test acc, exec time: [0.6666570901870728, 0.7363636493682861, '00:06:23']
test loss, test acc, exec time: [0.6586665511131287, 0.7958218455314636, '00:06:25']
test loss, test acc, exec time: [0.7016292810440063, 0.5258494019508362, '00:06:15']
test loss, test acc, exec time: [0.6564977765083313, 0.7993572354316711, '00:06:19']
test loss, test acc, exec time: [0.659534215927124, 0.7611570358276367, '00:06:17']
test loss, test acc, exec time: [0.6568824648857117, 0.7972452044487, '00:06:18']
test loss, test acc, exec time: [0.646841287612915, 0.8493112921714783, '00:06:18']
test loss, test acc, exec time: [0.7024312019348145, 0.5258035063743591, '00:06:18']
test loss, test acc, exec time: [0.7079669833183289, 0.5327823758125305, '00:06:21']
test loss, test acc, exec time: [0.6670070290565491, 0.736685037612915, '00:06:20']
test loss, test acc, exec time: [0.6563066244125366, 0.8004591464996338, '00:06:16']
test loss, test acc, exec time: [0.6750068068504333, 0.7015151381492615, '00:06:17']
test loss, test acc, exec time: [0.7486334443092346, 0.3180440664291382, '00:06:21']
test loss, test acc, exec time: [0.7017494440078735, 0.5326905250549316, '00:06:22']
test loss, test acc, exec time: [0.6474215984344482, 0.8489899039268494, '00:06:21']
test loss, test acc, exec time: [0.7486366033554077, 0.3179522454738617, '00:06:19']
test loss, test acc, exec time: [0.7022080421447754, 0.5327364802360535, '00:06:21']
test loss, test acc, exec time: [0.6566563844680786, 0.7993112802505493, '00:06:22']
test loss, test acc, exec time: [0.6570623517036438, 0.7956382036209106, '00:06:20']
test loss, test acc, exec time: [0.656582772731781, 0.8003214001655579, '00:06:22']
test loss, test acc, exec time: [0.6569672226905823, 0.7982093691825867, '00:06:21']
test loss, test acc, exec time: [0.748630940914154, 0.31799817085266113, '00:06:23']
test loss, test acc, exec time: [0.7486302852630615, 0.3180440664291382, '00:06:20']
