test loss,test acc,exec time
0.5671030879020691, 0.09605882316827774," 00:50:56
"
0.44988635182380676, 0.0985882356762886," 00:51:14
"
0.5713563561439514, 0.0985882356762886," 00:50:19
"
0.4501226544380188, 0.10111764818429947," 00:51:03
"
0.6888835430145264, 0.10000000149011612," 00:50:53
"
0.44851183891296387, 0.10129411518573761," 00:50:34
"
0.4472334682941437, 0.10211765021085739," 00:51:05
"
0.5709336996078491, 0.09794117510318756," 00:50:42
"
0.4472447335720062, 0.10052940994501114," 00:50:38
"
0.4422280788421631, 0.09935294091701508," 00:51:13
"
