test loss,test acc,exec time
0.040205612778663635, 0.8774535655975342," 00:01:20
"
0.03782617300748825, 0.8769230842590332," 00:01:20
"
0.041753850877285004, 0.8668435215950012," 00:01:19
"
0.04155418649315834, 0.8620689511299133," 00:01:19
"
0.04316318780183792, 0.8610079288482666," 00:01:19
"
0.04526810348033905, 0.8509283661842346," 00:01:19
"
0.04147910326719284, 0.8604774475097656," 00:01:19
"
0.04286601394414902, 0.863660454750061," 00:01:19
"
0.042832180857658386, 0.8647214770317078," 00:01:18
"
0.04688035696744919, 0.8334217667579651," 00:01:19
"
