test loss,test acc,exec time
0.395678848028183, 0.7108753323554993," 00:01:14
"
0.36932164430618286, 0.6790450811386108," 00:01:14
"
0.31523197889328003, 0.7114058136940002," 00:01:14
"
0.300919771194458, 0.7586206793785095," 00:01:15
"
0.3344966471195221, 0.6424403190612793," 00:01:14
"
0.30759239196777344, 0.7687002420425415," 00:01:14
"
0.3280278742313385, 0.6816976070404053," 00:01:16
"
0.37677764892578125, 0.6456233263015747," 00:01:15
"
0.34747928380966187, 0.722546398639679," 00:01:16
"
0.2896655797958374, 0.7575596570968628," 00:01:16
"
