test loss,test acc,exec time
1.0024687051773071, 0.18673740327358246," 00:01:33
"
0.7677755951881409, 0.3575596809387207," 00:01:30
"
0.8899179100990295, 0.24986737966537476," 00:01:29
"
0.8318184614181519, 0.316710889339447," 00:01:25
"
1.0005027055740356, 0.23660477995872498," 00:01:27
"
0.8317975997924805, 0.3474801182746887," 00:01:25
"
0.9471415281295776, 0.2297082245349884," 00:01:27
"
1.0006099939346313, 0.1665782481431961," 00:01:24
"
0.8486676812171936, 0.29655173420906067," 00:01:25
"
0.6422232389450073, 0.5214853882789612," 00:01:24
"
