test loss,test acc,exec time
0.4132617115974426, 0.09976470470428467," 00:44:41
"
0.4132617115974426, 0.09817647188901901," 00:45:34
"
0.41326168179512024, 0.1008235290646553," 00:45:02
"
0.4132617115974426, 0.09982352703809738," 00:45:07
"
0.4132617115974426, 0.0976470559835434," 00:44:51
"
0.41326168179512024, 0.09941176325082779," 00:45:14
"
0.41326168179512024, 0.09976470470428467," 00:45:03
"
0.41326168179512024, 0.100352942943573," 00:44:51
"
0.41326215863227844, 0.09805882722139359," 00:45:08
"
0.41326168179512024, 0.10023529082536697," 00:45:09
"
