test loss,test acc,exec time
0.13077840209007263, 0.8742705583572388," 00:01:24
"
0.13239674270153046, 0.8737400770187378," 00:01:23
"
0.13835057616233826, 0.8758620619773865," 00:01:23
"
0.1361076533794403, 0.8748010396957397," 00:01:23
"
0.12074025720357895, 0.883289098739624," 00:01:24
"
0.12939228117465973, 0.8838196396827698," 00:01:23
"
0.12978635728359222, 0.8763925433158875," 00:01:23
"
0.1293931007385254, 0.8779841065406799," 00:01:23
"
0.11755841225385666, 0.8885941505432129," 00:01:23
"
0.12433721870183945, 0.892307698726654," 00:01:22
"
