test loss,test acc,exec time
0.000616051082033664, 0.9971176385879517," 00:53:11
"
0.030859339982271194, 0.697352945804596," 00:52:35
"
0.0603422187268734, 0.4015294015407562," 00:52:37
"
0.00601462135091424, 0.9961176514625549," 00:52:49
"
0.04068868234753609, 0.5979999899864197," 00:52:16
"
0.03892773389816284, 0.7965882420539856," 00:52:33
"
0.011202171444892883, 0.8972352743148804," 00:52:38
"
0.010699084959924221, 0.8999412059783936," 00:53:04
"
0.011027051135897636, 0.8926470875740051," 00:52:31
"
0.010744293220341206, 0.8957058787345886," 00:52:36
"
