test loss,test acc,exec time
0.38880109786987305, 0.7618036866188049," 00:01:24
"
0.3697911202907562, 0.853580892086029," 00:01:24
"
0.3862459361553192, 0.7697612643241882," 00:01:24
"
0.3636614680290222, 0.8710875511169434," 00:01:23
"
0.38684365153312683, 0.7570291757583618," 00:01:23
"
0.39600273966789246, 0.7442970871925354," 00:01:23
"
0.3963453471660614, 0.7145888805389404," 00:01:23
"
0.40676620602607727, 0.692838191986084," 00:01:23
"
0.3604142665863037, 0.8779841065406799," 00:01:23
"
0.3886588215827942, 0.751193642616272," 00:01:23
"
