test loss,test acc,exec time
0.007564967963844538, 0.6387529373168945," 08:17:50
"
0.006635039113461971, 0.6934587955474854," 08:08:46
"
0.0010768267093226314, 0.9757058620452881," 08:05:01
"
0.007815558463335037, 0.731705904006958," 08:05:42
"
0.005660599563270807, 0.7363764643669128," 08:21:26
"
0.0069036418572068214, 0.7206705808639526," 08:42:54
"
0.006886250805109739, 0.7547411918640137," 08:19:27
"
0.010215247981250286, 0.576941192150116," 08:22:38
"
0.006239146459847689, 0.734282374382019," 04:08:45
"
0.004248686134815216, 0.7958353161811829," 04:13:57
"
